,NSTG,ARWR,ACER,OMER,HIIQ,CLF,DDD,ICPT,AMRN,EXAS,PCRX,PTCT,INSY,FATE,TNDM,DRNA,ALDX,NERV,PRQR,BOOT,FRPT,NVTA,KALV,VKTX,TDOC,NVCR,RETA,TWLO,TCMD,TTD
327,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1.0,1.0,1.0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1
328,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0
329,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,1.0,1.0,1.0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1
330,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1
331,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0.0,1.0,1.0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1
332,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
333,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0
334,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1.0,1.0,1.0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
336,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1
337,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1.0,1.0,0.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1
338,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
339,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1
340,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1
341,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1.0,0.0,1.0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1
342,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0.0,1.0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1
343,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0.0,1.0,1.0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1
346,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0.0,0.0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0
347,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1
348,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1
349,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0.0,1.0,1.0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0
350,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0.0,1.0,1.0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0
351,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1
352,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1
353,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1.0,1.0,1.0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1
354,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1.0,1.0,0.0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1
355,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1.0,0.0,0.0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1
356,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0.0,1.0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1
357,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1.0,1.0,0.0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0
358,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0
359,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,0.0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
360,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.0,1.0,1.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
361,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0
362,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,1.0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1
363,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0
364,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1
365,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
366,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,0.0,1.0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0
367,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1.0,0.0,1.0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1
368,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
369,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0
370,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1
371,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0.0,1.0,1.0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
372,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0
373,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1
374,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
375,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0
376,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
377,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1
378,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1
379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
380,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0
381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
382,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1
383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,0.0,1.0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0
384,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1
385,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1
386,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1
387,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,1.0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
388,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
389,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1
390,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,0.0,1.0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1
391,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,1.0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0
392,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,1.0,0.0,1.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1
394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
395,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0
397,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,0.0,1.0,0.0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1
398,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1
399,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
400,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1.0,0.0,1.0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1
401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
402,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1.0,0.0,1.0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
403,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1
404,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,0.0,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
405,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
406,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.0,1.0,1.0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1
407,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,1.0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1
408,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1
409,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1
410,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
411,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
413,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.0,0.0,1.0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
415,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0
416,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,0.0,1.0,1.0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0
418,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0
419,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
420,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0
421,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
422,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1.0,1.0,1.0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
423,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,1.0,0.0,1.0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0
425,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1
426,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
427,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1
428,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,0.0,1.0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1
429,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,1.0,0.0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1
430,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
431,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
432,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1
433,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1
434,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
435,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
436,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,1.0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1
437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
438,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1
439,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1
440,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0.0,1.0,1.0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1
441,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1
442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.0,1.0,1.0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1
445,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1.0,1.0,1.0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0
446,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
448,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0
449,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
450,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
451,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1
452,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,1.0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1
453,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
454,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
455,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1
456,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1
457,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
458,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
459,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1
460,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
461,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1
462,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,1.0,1.0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0
463,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,1.0,0.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1
464,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
465,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
466,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1.0,0.0,0.0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1
467,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1
468,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1.0,0.0,1.0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,1.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
470,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1
471,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
472,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1.0,0.0,1.0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1
473,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
475,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1.0,1.0,0.0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0
476,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
477,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
478,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1
479,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1
480,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1
481,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0
482,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,1.0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1
483,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1
484,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0
485,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0.0,1.0,1.0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1
486,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
487,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
488,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
489,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1
490,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
