,PTCT,RETA,DRNA,ARWR,KALV,TNDM,INSY,VKTX,CLF,OMER,FATE,NVTA,NERV,AMRN,ACER,ALDX,PRQR,HIIQ,TWLO,BOOT,NSTG,ICPT,DDD,EXAS,TTD,FRPT,TDOC,PCRX,NVCR,TCMD
327,1.0,0,1,1.0,0,1,0,0,0.0,1.0,1,1,1,0,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,0,1,1.0,1,1
328,1.0,1,0,0.0,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,0.0,1.0,1.0,1.0,0,0,0,0.0,0,1
329,1.0,0,0,1.0,1,0,1,1,1.0,1.0,1,1,1,0,1.0,0,0,0.0,1,0,0.0,1.0,0.0,1.0,1,1,0,1.0,1,0
330,1.0,0,1,1.0,0,1,1,1,1.0,1.0,1,1,1,1,0.0,1,0,1.0,1,1,1.0,0.0,1.0,1.0,1,0,0,1.0,1,1
331,1.0,1,0,1.0,1,0,1,1,1.0,0.0,1,1,1,1,1.0,1,0,1.0,1,1,0.0,0.0,1.0,0.0,1,0,1,1.0,1,1
332,1.0,1,1,1.0,0,0,1,1,1.0,0.0,1,1,1,0,1.0,1,0,0.0,1,1,0.0,1.0,1.0,1.0,1,1,1,1.0,1,1
333,1.0,0,0,1.0,1,1,1,1,1.0,0.0,1,0,1,0,0.0,0,1,0.0,1,1,1.0,1.0,1.0,0.0,0,1,0,0.0,1,1
334,1.0,1,1,1.0,0,1,0,1,0.0,1.0,1,1,1,0,0.0,1,0,0.0,1,1,1.0,1.0,0.0,1.0,1,0,1,1.0,1,1
335,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,1.0,0,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1,1
336,1.0,1,1,0.0,1,1,1,0,0.0,1.0,1,0,1,0,1.0,0,1,1.0,0,0,1.0,1.0,1.0,1.0,1,1,1,0.0,0,1
337,0.0,1,1,0.0,1,1,1,0,1.0,0.0,1,0,1,1,0.0,1,0,1.0,0,0,0.0,0.0,0.0,1.0,1,0,0,1.0,0,1
338,0.0,1,0,1.0,0,1,1,1,0.0,1.0,1,1,1,0,1.0,1,1,1.0,1,1,1.0,0.0,0.0,1.0,1,1,1,0.0,1,1
339,0.0,1,0,1.0,1,1,0,1,1.0,1.0,1,0,1,1,1.0,1,0,1.0,0,1,1.0,0.0,1.0,0.0,1,1,1,0.0,1,0
340,0.0,1,1,0.0,1,1,1,0,1.0,1.0,1,0,1,1,0.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,0,1,0.0,1,0
341,1.0,1,1,0.0,0,1,1,0,1.0,1.0,1,0,0,0,1.0,1,1,1.0,1,0,0.0,0.0,1.0,1.0,1,1,1,0.0,1,0
342,1.0,1,0,1.0,0,0,1,1,1.0,1.0,1,1,0,0,1.0,1,0,1.0,1,0,0.0,1.0,1.0,1.0,1,1,0,0.0,1,0
343,1.0,1,1,1.0,1,1,1,1,1.0,0.0,1,1,1,1,1.0,1,0,1.0,1,1,0.0,1.0,0.0,1.0,0,1,1,1.0,1,1
344,1.0,1,0,1.0,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1,0.0,1,1
345,1.0,1,1,1.0,0,1,0,1,1.0,1.0,0,0,0,1,1.0,1,1,0.0,1,1,0.0,0.0,1.0,0.0,1,1,0,1.0,1,1
346,0.0,1,1,1.0,0,1,1,0,1.0,1.0,1,1,0,0,1.0,1,1,1.0,1,0,0.0,1.0,1.0,1.0,0,0,1,0.0,0,1
347,1.0,0,1,1.0,0,1,1,1,1.0,1.0,1,0,1,1,0.0,1,0,0.0,0,1,1.0,1.0,1.0,0.0,1,1,0,1.0,1,1
348,1.0,0,1,0.0,1,1,1,0,0.0,1.0,1,0,1,1,0.0,1,1,1.0,1,1,1.0,1.0,1.0,0.0,1,1,1,1.0,0,1
349,1.0,1,1,1.0,0,1,1,0,0.0,1.0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,0.0,1.0,0.0,0,1,0,1.0,0,1
350,1.0,1,1,1.0,1,1,1,0,1.0,1.0,1,0,1,1,1.0,1,0,0.0,1,1,1.0,0.0,1.0,0.0,0,1,1,1.0,1,1
351,1.0,1,1,1.0,0,1,1,1,1.0,1.0,0,1,0,0,0.0,1,0,1.0,0,0,1.0,1.0,1.0,1.0,1,1,1,1.0,0,1
352,1.0,0,0,0.0,0,0,1,1,1.0,1.0,1,0,1,0,1.0,1,0,0.0,1,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1,1
353,1.0,0,0,0.0,1,1,0,1,0.0,0.0,0,1,0,0,1.0,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1,1,0,1.0,1,0
354,0.0,1,1,1.0,1,0,0,0,1.0,0.0,0,0,1,1,1.0,1,1,1.0,1,0,1.0,1.0,0.0,1.0,1,1,0,1.0,1,1
355,0.0,1,1,1.0,0,1,1,0,0.0,1.0,0,0,1,0,0.0,1,1,1.0,1,0,0.0,0.0,1.0,1.0,1,0,1,0.0,1,1
356,1.0,0,0,0.0,1,0,1,1,1.0,1.0,1,0,1,0,1.0,1,1,1.0,0,1,1.0,1.0,1.0,1.0,1,1,1,0.0,1,1
357,0.0,1,0,1.0,0,1,1,0,0.0,1.0,0,1,1,1,0.0,1,1,1.0,1,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1,1
358,0.0,1,1,1.0,1,1,1,0,1.0,0.0,0,0,0,1,1.0,0,1,1.0,1,0,1.0,0.0,1.0,1.0,0,0,1,1.0,0,0
359,0.0,1,1,1.0,1,1,1,0,1.0,1.0,0,1,1,1,1.0,1,1,1.0,1,0,0.0,1.0,0.0,1.0,1,1,0,1.0,1,1
360,1.0,1,1,1.0,1,1,0,0,1.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,1.0,0.0,1.0,0.0,1,1,1,1.0,1,1
361,1.0,1,1,1.0,1,1,1,0,0.0,0.0,1,1,1,1,1.0,1,0,1.0,1,1,1.0,1.0,1.0,1.0,0,1,1,1.0,1,1
362,1.0,0,1,0.0,0,1,0,1,0.0,1.0,0,0,0,0,1.0,0,0,0.0,0,0,1.0,1.0,0.0,1.0,1,1,1,0.0,0,1
363,1.0,1,0,1.0,1,1,0,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,1
364,1.0,1,1,1.0,0,1,1,1,1.0,1.0,1,1,0,0,1.0,1,1,1.0,1,1,0.0,1.0,1.0,0.0,1,0,1,1.0,1,1
365,1.0,0,1,1.0,1,1,0,1,0.0,0.0,1,1,1,1,1.0,1,1,0.0,1,1,1.0,0.0,1.0,1.0,1,1,1,1.0,1,1
366,1.0,0,0,1.0,0,0,1,1,1.0,1.0,1,0,1,1,1.0,0,0,1.0,1,1,0.0,0.0,1.0,1.0,0,1,1,0.0,1,0
367,1.0,0,1,1.0,0,1,1,0,0.0,1.0,1,1,1,1,1.0,1,0,1.0,1,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1,1
368,1.0,1,1,1.0,1,0,1,1,1.0,0.0,1,1,1,1,1.0,0,1,1.0,1,1,1.0,1.0,1.0,1.0,1,0,1,1.0,0,1
369,1.0,1,0,0.0,0,1,1,1,0.0,1.0,1,1,1,0,1.0,0,0,0.0,1,0,0.0,0.0,1.0,1.0,0,0,0,0.0,1,0
370,1.0,0,1,1.0,0,1,1,0,1.0,0.0,1,1,1,1,1.0,1,0,1.0,1,1,1.0,1.0,1.0,0.0,1,1,0,1.0,1,0
371,1.0,0,1,0.0,1,0,1,0,0.0,1.0,1,1,1,1,1.0,0,1,0.0,1,1,1.0,1.0,1.0,0.0,1,1,1,1.0,1,1
372,1.0,1,1,0.0,0,1,1,1,1.0,0.0,1,1,0,0,0.0,1,1,1.0,0,1,1.0,0.0,0.0,1.0,0,0,0,1.0,1,1
373,0.0,0,1,1.0,0,0,1,1,1.0,1.0,1,1,0,1,0.0,1,1,1.0,0,1,1.0,0.0,1.0,1.0,1,1,0,1.0,1,1
374,1.0,0,1,1.0,1,0,0,1,1.0,1.0,1,0,1,0,0.0,1,1,1.0,1,1,0.0,1.0,1.0,1.0,1,1,1,1.0,1,1
375,1.0,1,1,1.0,0,1,1,1,1.0,1.0,0,1,1,1,0.0,1,1,1.0,1,0,1.0,1.0,1.0,1.0,0,1,1,1.0,1,0
376,1.0,1,1,1.0,0,1,1,1,1.0,1.0,0,1,1,0,0.0,1,1,1.0,0,0,1.0,1.0,1.0,0.0,1,0,0,1.0,1,1
377,1.0,0,1,1.0,1,0,1,1,1.0,0.0,0,1,1,1,1.0,0,0,0.0,1,0,1.0,1.0,1.0,1.0,1,1,1,0.0,0,1
378,1.0,0,1,0.0,0,1,1,1,1.0,1.0,0,1,1,0,0.0,0,0,1.0,0,1,1.0,0.0,0.0,0.0,1,0,1,0.0,0,0
379,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1,1
380,1.0,1,0,0.0,1,0,1,1,1.0,1.0,1,0,1,1,1.0,1,1,1.0,1,1,1.0,0.0,1.0,1.0,0,1,1,1.0,1,1
381,1.0,1,1,1.0,1,0,1,1,1.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1,1
382,1.0,0,0,1.0,0,0,1,1,0.0,1.0,1,0,0,1,0.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,0,1,1.0,1,1
383,1.0,1,1,1.0,0,1,1,0,1.0,1.0,1,1,1,1,1.0,1,0,1.0,0,1,1.0,0.0,1.0,1.0,0,1,0,0.0,1,1
384,1.0,0,1,1.0,1,1,1,1,1.0,1.0,1,1,1,1,1.0,0,0,1.0,0,1,1.0,1.0,0.0,1.0,1,1,0,1.0,1,0
385,0.0,0,1,1.0,0,0,1,1,0.0,0.0,1,0,1,0,1.0,1,1,0.0,0,0,1.0,0.0,0.0,0.0,1,0,1,1.0,0,1
386,0.0,1,1,1.0,1,1,1,1,1.0,1.0,1,0,0,1,0.0,0,1,1.0,1,0,0.0,0.0,1.0,1.0,1,1,0,1.0,0,1
387,1.0,1,1,1.0,1,1,1,0,1.0,1.0,1,1,1,1,0.0,1,1,0.0,1,0,1.0,1.0,0.0,1.0,0,1,1,0.0,1,1
388,0.0,1,1,1.0,1,0,0,1,0.0,1.0,0,0,1,1,0.0,1,1,0.0,1,1,1.0,0.0,1.0,0.0,0,1,1,1.0,0,1
389,1.0,1,1,0.0,1,0,1,0,1.0,1.0,1,1,1,1,1.0,1,0,1.0,0,1,1.0,1.0,1.0,0.0,1,0,1,1.0,1,0
390,1.0,1,1,0.0,1,1,0,0,1.0,0.0,1,1,1,0,1.0,1,1,1.0,0,0,1.0,1.0,0.0,0.0,1,0,0,0.0,1,0
391,1.0,1,1,0.0,1,1,1,1,1.0,1.0,0,1,1,1,1.0,0,0,1.0,1,0,1.0,1.0,1.0,0.0,0,1,1,0.0,1,0
392,1.0,1,1,1.0,1,1,1,1,0.0,1.0,1,1,1,0,1.0,0,1,1.0,0,1,1.0,1.0,0.0,1.0,1,1,1,0.0,1,0
393,1.0,1,1,1.0,0,1,1,0,1.0,1.0,1,0,1,1,1.0,1,1,1.0,1,0,1.0,1.0,1.0,1.0,1,1,1,0.0,1,1
394,1.0,1,1,1.0,1,0,1,1,1.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,0,1,1,1.0,0,1
395,1.0,1,1,0.0,1,1,1,1,1.0,1.0,1,1,1,0,0.0,0,1,0.0,1,1,0.0,0.0,0.0,0.0,1,1,0,1.0,0,1
396,1.0,1,1,1.0,1,0,1,1,1.0,1.0,1,0,1,0,1.0,1,1,1.0,1,0,1.0,1.0,1.0,0.0,0,0,0,0.0,1,0
397,0.0,1,1,1.0,1,1,1,1,1.0,1.0,1,0,1,1,1.0,0,1,1.0,0,0,1.0,1.0,0.0,0.0,1,1,0,1.0,0,1
398,1.0,1,1,1.0,1,1,1,1,1.0,1.0,0,1,1,0,1.0,0,1,0.0,1,1,1.0,1.0,1.0,1.0,1,0,1,1.0,1,0
399,1.0,1,1,1.0,1,1,1,0,1.0,1.0,1,1,1,1,0.0,0,1,0.0,1,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1,1
400,1.0,0,1,0.0,0,1,1,1,1.0,1.0,1,1,1,1,0.0,1,1,1.0,0,0,1.0,1.0,0.0,1.0,1,0,1,0.0,1,1
401,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,0,1.0,1,1,1.0,1.0,1.0,1.0,0,1,1,1.0,1,1
402,1.0,1,1,1.0,1,1,0,1,1.0,1.0,1,1,1,1,0.0,1,1,1.0,1,1,1.0,1.0,0.0,1.0,1,0,1,0.0,0,0
403,0.0,1,1,0.0,1,0,1,1,1.0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,1.0,0.0,0.0,1.0,1,0,0,1.0,0,1
404,1.0,1,0,0.0,1,1,1,1,1.0,1.0,1,1,0,1,1.0,1,0,1.0,1,1,1.0,1.0,0.0,1.0,1,1,1,0.0,0,0
405,1.0,1,1,0.0,1,1,1,1,0.0,1.0,1,1,0,0,0.0,0,1,0.0,0,1,1.0,0.0,0.0,1.0,1,1,1,1.0,0,1
406,1.0,1,0,0.0,1,1,0,1,1.0,1.0,1,0,0,1,1.0,1,0,1.0,1,1,1.0,0.0,1.0,0.0,1,1,0,1.0,1,1
407,1.0,1,0,1.0,0,1,1,1,0.0,0.0,1,1,0,1,1.0,1,1,0.0,1,1,1.0,1.0,1.0,1.0,1,0,1,0.0,1,1
408,1.0,1,1,1.0,1,1,1,1,0.0,1.0,1,1,0,1,1.0,1,1,1.0,1,1,0.0,1.0,0.0,1.0,1,0,0,1.0,1,1
409,1.0,0,1,1.0,1,1,0,1,1.0,1.0,1,0,1,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,0,1,1.0,1,1
410,0.0,0,1,0.0,1,1,0,1,1.0,0.0,1,1,1,1,1.0,1,1,0.0,1,1,0.0,1.0,1.0,0.0,1,0,0,0.0,1,1
411,0.0,1,1,0.0,1,1,1,1,1.0,0.0,1,1,1,1,0.0,0,1,0.0,1,1,0.0,0.0,1.0,0.0,1,1,1,0.0,1,1
412,1.0,1,1,1.0,1,0,1,0,1.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1,1
413,1.0,1,1,1.0,1,1,0,1,1.0,1.0,0,1,1,0,0.0,0,1,0.0,1,0,1.0,0.0,0.0,1.0,1,1,1,1.0,1,0
414,1.0,1,0,1.0,1,0,1,1,1.0,1.0,1,0,0,1,1.0,1,1,1.0,0,1,1.0,0.0,1.0,0.0,0,0,0,0.0,0,1
415,1.0,1,1,1.0,1,0,0,1,1.0,1.0,1,1,1,1,1.0,1,0,1.0,1,0,0.0,1.0,1.0,0.0,0,0,0,1.0,1,0
416,1.0,1,1,1.0,1,0,1,0,0.0,1.0,1,1,1,1,1.0,1,1,1.0,1,0,1.0,1.0,1.0,0.0,0,1,1,1.0,1,1
417,1.0,1,0,1.0,1,1,1,0,1.0,1.0,0,1,1,1,1.0,0,1,1.0,1,1,1.0,1.0,1.0,1.0,0,1,1,1.0,1,1
418,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,1,1,1,1.0,0,1,0.0,1,1,1.0,0.0,1.0,1.0,0,0,0,1.0,1,1
419,1.0,1,1,1.0,1,1,0,1,0.0,1.0,1,1,1,1,1.0,1,1,0.0,0,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1,1
420,0.0,1,1,1.0,0,0,0,1,0.0,1.0,1,0,0,0,0.0,0,1,1.0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0,1
421,0.0,1,1,0.0,0,0,1,1,1.0,0.0,1,1,1,1,0.0,1,1,1.0,0,1,0.0,1.0,1.0,1.0,1,1,1,1.0,1,0
422,1.0,1,1,1.0,1,1,0,1,1.0,0.0,1,1,1,1,1.0,1,1,1.0,1,1,0.0,0.0,0.0,1.0,1,0,1,1.0,0,1
423,1.0,1,1,1.0,0,1,0,1,0.0,1.0,1,1,1,0,0.0,0,1,1.0,1,1,0.0,1.0,1.0,1.0,1,1,1,0.0,1,1
424,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,0,1,0,1.0,1,1,1.0,1,1,1.0,0.0,1.0,1.0,0,1,1,1.0,0,0
425,0.0,0,1,1.0,1,1,0,1,0.0,0.0,1,1,0,1,1.0,0,0,1.0,1,0,1.0,0.0,0.0,0.0,1,1,1,0.0,1,1
426,0.0,0,0,1.0,1,1,0,1,0.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1,0.0,0,1
427,1.0,1,1,0.0,0,0,1,0,1.0,0.0,1,1,0,1,1.0,0,1,1.0,1,0,1.0,0.0,1.0,1.0,1,1,1,1.0,0,1
428,1.0,1,0,0.0,0,1,0,0,1.0,1.0,1,1,0,1,0.0,0,1,1.0,0,1,0.0,0.0,1.0,1.0,1,1,1,0.0,0,1
429,0.0,0,1,0.0,1,1,0,1,1.0,0.0,1,0,0,0,1.0,0,1,1.0,0,1,0.0,1.0,0.0,0.0,1,0,0,1.0,0,1
430,1.0,1,1,0.0,1,1,1,1,1.0,1.0,1,1,1,0,1.0,1,1,1.0,0,1,1.0,1.0,1.0,0.0,1,0,1,1.0,1,0
431,1.0,1,0,0.0,1,0,1,1,1.0,1.0,1,0,1,1,1.0,0,0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,1.0,0,0
432,1.0,1,0,1.0,1,1,1,1,1.0,0.0,1,0,0,1,1.0,1,0,1.0,1,0,1.0,1.0,1.0,1.0,1,1,1,1.0,0,1
433,1.0,0,1,1.0,1,1,0,0,1.0,0.0,1,1,0,1,1.0,1,0,1.0,1,1,1.0,1.0,1.0,0.0,1,1,1,1.0,1,0
434,1.0,1,0,1.0,1,1,0,1,1.0,1.0,0,1,0,1,1.0,0,0,0.0,1,0,0.0,0.0,1.0,1.0,1,0,1,1.0,1,1
435,1.0,1,1,1.0,1,1,1,1,1.0,0.0,1,0,1,0,1.0,1,1,0.0,1,1,1.0,1.0,1.0,1.0,1,0,1,1.0,1,1
436,1.0,1,1,0.0,1,0,1,1,1.0,0.0,1,0,0,1,0.0,1,1,0.0,0,1,1.0,0.0,1.0,0.0,1,1,1,0.0,0,1
437,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,0,1.0,1,1
438,1.0,1,0,1.0,0,0,1,1,1.0,0.0,1,1,0,1,1.0,1,1,0.0,0,1,0.0,1.0,1.0,0.0,1,1,0,1.0,1,1
439,1.0,1,0,1.0,1,1,1,1,0.0,1.0,0,1,0,1,0.0,1,1,1.0,1,0,1.0,1.0,1.0,1.0,1,0,0,1.0,1,1
440,1.0,1,1,1.0,1,1,0,1,0.0,1.0,1,1,1,0,1.0,0,0,0.0,0,1,1.0,1.0,1.0,0.0,1,1,1,1.0,1,1
441,0.0,1,1,1.0,1,1,1,1,1.0,0.0,1,1,0,0,0.0,1,0,1.0,0,1,1.0,1.0,0.0,0.0,1,1,0,0.0,1,1
442,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,1.0,0.0,1.0,1.0,0,1,1,0.0,1,1
443,1.0,1,1,1.0,1,0,0,0,1.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,0,1,1,1.0,1,1
444,1.0,0,1,1.0,1,1,1,1,1.0,1.0,1,0,0,1,1.0,0,1,1.0,0,0,1.0,0.0,1.0,0.0,1,1,1,1.0,1,1
445,1.0,1,1,1.0,1,1,1,0,0.0,1.0,1,1,0,1,0.0,1,1,1.0,1,1,0.0,0.0,1.0,1.0,0,1,1,1.0,1,1
446,1.0,1,1,1.0,1,1,1,1,1.0,1.0,1,1,1,0,1.0,1,1,1.0,1,1,1.0,1.0,0.0,1.0,1,0,1,1.0,1,1
447,1.0,1,1,1.0,0,1,1,1,1.0,1.0,1,1,1,1,1.0,0,1,1.0,1,1,1.0,1.0,1.0,0.0,1,1,1,1.0,1,1
448,1.0,1,1,0.0,0,1,1,1,1.0,1.0,1,1,1,1,0.0,0,1,0.0,1,1,1.0,1.0,1.0,1.0,0,1,1,1.0,0,0
449,1.0,1,1,0.0,1,1,1,1,1.0,1.0,1,1,1,0,1.0,0,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1,0
450,1.0,1,1,1.0,1,1,1,0,1.0,1.0,1,1,1,0,1.0,1,1,1.0,1,0,1.0,0.0,1.0,1.0,1,0,1,1.0,1,1
451,0.0,1,0,1.0,1,1,1,1,1.0,1.0,1,1,1,1,0.0,1,0,1.0,1,1,1.0,0.0,1.0,1.0,1,1,0,1.0,1,1
452,1.0,1,1,0.0,0,1,1,0,1.0,1.0,1,1,1,1,1.0,0,0,1.0,1,0,0.0,1.0,1.0,0.0,1,1,1,0.0,1,1
453,1.0,1,0,0.0,1,1,1,1,0.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,0,1.0,1,1
454,1.0,0,0,1.0,1,1,1,0,1.0,0.0,1,1,1,0,1.0,1,1,1.0,1,1,1.0,0.0,1.0,1.0,1,1,1,1.0,1,1
455,1.0,0,1,1.0,1,0,0,1,1.0,0.0,0,0,1,0,1.0,1,1,1.0,1,1,0.0,0.0,0.0,0.0,1,1,0,1.0,1,0
456,1.0,0,1,1.0,1,1,1,1,1.0,1.0,1,0,1,1,1.0,1,0,1.0,1,0,0.0,1.0,1.0,1.0,1,1,1,1.0,0,1
457,1.0,0,1,1.0,0,1,1,1,1.0,1.0,1,1,1,1,0.0,1,1,1.0,1,1,0.0,1.0,1.0,1.0,1,1,1,1.0,1,1
458,1.0,1,1,1.0,1,0,0,1,1.0,0.0,1,1,1,1,1.0,1,1,1.0,0,1,1.0,1.0,1.0,1.0,1,1,0,1.0,1,1
459,1.0,1,1,1.0,1,0,0,0,1.0,0.0,1,1,1,0,1.0,1,0,0.0,0,1,1.0,0.0,0.0,0.0,1,1,0,0.0,1,1
460,1.0,1,1,1.0,1,0,1,1,0.0,1.0,1,1,1,0,0.0,1,0,1.0,1,1,0.0,1.0,0.0,0.0,1,1,1,0.0,0,1
461,0.0,1,1,0.0,1,1,0,0,1.0,0.0,1,0,1,1,1.0,1,0,1.0,0,1,1.0,0.0,1.0,1.0,1,1,1,1.0,0,1
462,1.0,1,1,0.0,1,1,1,1,1.0,0.0,1,0,0,0,1.0,1,1,1.0,1,0,0.0,0.0,0.0,0.0,0,1,0,1.0,1,0
463,0.0,1,1,1.0,1,1,1,0,1.0,0.0,0,1,1,0,1.0,1,1,1.0,0,1,1.0,1.0,0.0,1.0,1,1,0,1.0,1,0
464,1.0,1,1,1.0,1,1,0,1,1.0,1.0,1,1,1,1,0.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1,0.0,0,0
465,1.0,1,1,1.0,1,1,0,1,1.0,1.0,1,1,0,0,0.0,1,1,0.0,1,1,0.0,0.0,1.0,1.0,0,1,0,1.0,0,1
466,0.0,0,0,0.0,1,0,0,1,1.0,0.0,1,1,1,1,1.0,1,0,1.0,1,0,0.0,0.0,1.0,1.0,1,0,1,0.0,1,0
467,1.0,1,0,1.0,1,1,1,0,0.0,0.0,1,1,1,0,1.0,1,1,0.0,1,1,1.0,0.0,1.0,1.0,1,0,0,0.0,1,1
468,1.0,1,1,1.0,1,1,0,1,1.0,1.0,1,1,1,1,0.0,1,0,1.0,0,0,1.0,1.0,0.0,1.0,1,1,1,0.0,1,1
469,1.0,1,0,1.0,1,1,1,1,1.0,1.0,1,0,1,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,0.0,1,1,1,0.0,1,1
470,1.0,0,1,1.0,1,1,1,1,1.0,1.0,1,0,1,1,1.0,0,0,1.0,1,0,1.0,1.0,1.0,0.0,1,0,1,1.0,1,1
471,1.0,1,1,1.0,1,1,0,1,1.0,1.0,1,1,1,1,0.0,1,1,1.0,1,1,1.0,1.0,1.0,0.0,1,1,1,1.0,0,0
472,1.0,1,1,1.0,1,1,1,0,0.0,1.0,1,1,1,1,0.0,0,1,1.0,1,1,0.0,1.0,1.0,1.0,1,1,1,0.0,1,0
473,1.0,1,1,1.0,1,1,1,1,1.0,1.0,0,1,1,0,1.0,0,0,1.0,1,1,0.0,1.0,1.0,1.0,1,1,1,1.0,1,1
474,1.0,1,1,1.0,1,1,0,0,1.0,1.0,1,1,1,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,0,1.0,1,1
475,0.0,1,0,1.0,0,0,1,1,1.0,1.0,1,1,1,1,1.0,1,1,0.0,1,1,1.0,0.0,1.0,1.0,0,1,1,1.0,0,0
476,1.0,1,1,1.0,1,1,1,1,1.0,0.0,1,1,1,1,0.0,1,1,1.0,0,1,1.0,1.0,1.0,1.0,0,1,1,0.0,1,1
477,1.0,1,1,1.0,1,0,1,1,1.0,1.0,1,1,1,1,1.0,1,0,1.0,1,1,1.0,1.0,0.0,1.0,1,1,1,1.0,1,1
478,1.0,1,1,0.0,1,1,0,1,1.0,1.0,0,1,1,1,1.0,1,0,1.0,1,1,1.0,0.0,1.0,1.0,1,0,0,1.0,0,0
479,1.0,1,1,0.0,1,0,1,1,1.0,1.0,1,0,0,0,1.0,0,0,0.0,1,1,0.0,0.0,1.0,1.0,1,1,0,1.0,1,0
480,1.0,1,1,1.0,0,0,0,0,1.0,1.0,0,1,1,1,1.0,1,0,1.0,1,1,0.0,1.0,1.0,1.0,1,0,1,1.0,1,0
481,0.0,0,1,1.0,1,1,1,0,1.0,1.0,1,1,0,0,1.0,1,0,1.0,1,1,0.0,1.0,0.0,1.0,0,1,1,0.0,1,1
482,1.0,0,0,1.0,0,1,0,1,1.0,0.0,0,1,1,0,1.0,0,1,1.0,1,1,1.0,0.0,0.0,1.0,1,1,1,1.0,1,1
483,1.0,0,1,1.0,0,0,1,1,0.0,1.0,1,0,0,1,1.0,0,1,1.0,0,1,0.0,0.0,0.0,1.0,1,1,1,0.0,1,0
484,1.0,0,1,1.0,1,0,1,1,1.0,1.0,1,1,1,1,0.0,0,1,1.0,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,1,0
485,1.0,1,1,1.0,0,1,1,1,1.0,1.0,0,1,0,1,0.0,1,1,1.0,1,0,0.0,1.0,0.0,0.0,1,1,0,1.0,0,1
486,1.0,1,1,0.0,1,0,1,1,1.0,1.0,0,1,0,1,1.0,0,0,0.0,1,1,0.0,1.0,1.0,1.0,1,1,1,1.0,1,1
487,1.0,1,1,1.0,0,1,1,1,1.0,1.0,0,1,1,1,1.0,1,0,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1,1
488,1.0,0,1,1.0,1,1,1,1,1.0,1.0,1,0,1,1,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1,0
489,0.0,1,0,1.0,1,1,1,1,1.0,1.0,1,1,0,0,0.0,1,0,0.0,0,1,1.0,0.0,1.0,0.0,1,1,0,0.0,1,1
490,1.0,1,1,0.0,0,1,1,1,1.0,1.0,1,1,1,1,0.0,1,1,0.0,1,1,1.0,1.0,0.0,1.0,0,1,1,1.0,1,0
